Aldous Huxley
Karen Hancock
David Lewis
Ellie Kay
Beverly Lewis
Tracie Peterson
Andy Rathbone
Doug Lowe
John R. Levine
Katherine B. Chauncey
Ruth Maran
Michael Bernstein
James Eade
Eric Tyson
Bob Nelson
Marcy  Blum
Stephanie Seymour
Tamilee Webb
Phillip Giroux
Janet Sobesky
Eric Tyson
Liz Neporent
And The Language Experts At Berlitz
Sharon Janis
John A. Tracy CPA
Fran Wenograd Golden
Edie Jarolim
Darwin Porter
Jeff Coghill
Ken Milburn
Bishop Fulton Sheen
Pierre Wolff
Father Oscar Lukefahr CM
Clifford A. Pickover
Maryjo Koch
James Finn Garner
Patricia Cornwell
Charles De Lint
Terry Goodkind
Juilene Osborne-McKnight
Gregory Frost
Andrew M. Greeley
Joan D. Vinge
Ted Chiang
Charles De Lint
Margaret Weis
Terry Goodkind
Paul Levinson
Joel C. Rosenberg
Cory Doctorow
Orson Scott Card
Orson Scott Card
Orson Scott Card
Harold Coyle
Robert Jordan
John A. Keel
John Barnes
Orson Scott Card
Jane Yolen
Orson Scott Card
Jacqueline Carey
Jacqueline Carey
Richard Matheson
David Lubar
Terry Goodkind
Carole Nelson Douglas
David Hagberg
Jacqueline Carey
Robert Jordan
Robert Jordan
Lewis Perdue
Gershon Winkler
Louisa May Alcott
Mark Twain
Jerry Biederman
Michael Murphy
David Simon
Laura Day
Frances Mayes
Jane Stern
Ron Suskind
Joseph Kanon
Lama Surya Das
Linda Jaivin
Margot Anand
Kevin Freiberg
Tim O'Brien
Tim O'Brien
Judith H. McQuown
Lewis Richmond
Bill Bryson
Bill Bryson
Tim O'Brien
Vikram Seth
Andrew Harvey
Constance Hale
Pat Summitt
Ruth Reichl
Lam Kam Chuen
Russell Martin
Adeline Yen Mah
Karen Kingston
Mark Bittman
Bill Bryson
Bill Bryson
Bill Bryson
Brooke Siler
Katie Schneider
Michael Capuzzo
Cherie Carter-Scott
Tim O'Brien
Mark Epstein
Gail Evans
Lesley Downer
Catherine Crier
Jane Green
Jane Green
Jane Green
Stan Redding
Mitch Albom
Joan Anderson
Po Bronson
Mike Gayle
Dan Kurzman
Jon Katz
Jane Green
Wolfgang W. E. Samuel
Miles Harvey
Allan Zola Kronzek
Bill O'Reilly
Nina Wise
Charles Osgood
Jane Green
Beppe Severgnini
Frances Kuffel
Jane Moore
Cheryl Benard
Sara Bliss
Siobhan Adcock
Jennifer Finney Boylan
Lauren Weisberger
Isadora Tattlin
Haven Kimmel
Bill Bryson
Andrea Immer
Jane Green
Frances Mayes
Jean Shepherd
Flavia
Darien Cooper
Landoll
Landoll Inc.
Michael Beres
Edward Stewart
Gladys Mitchell
Raymond Barnett
Farley Mowat
Pierre Berton
Sandra Birdsell
Gail Bowen
Gail Bowen
Gail Bowen
Gail Bowen
Gail Bowen
Chatelaine
Clarke
Leonard Cohen
Gerry Goldberg
Peter Gzowski
Jack Hodgins
Roy MacGregor
Roy MacGregor
Roy MacGregor
Judith Merril
Desmond Morton
Now Magazine
David Adams Richards
Edna Barker
Shyam Selvadurai
Charlotte Vale Allen
Margaret Visser
Muriel Whitaker
Margaret Laurence
Bruce Kirkby
Alistair MacLeod
Mordecai Richler
Stephen Leacock
Martha Ostenso
Brian Bond
George Elliott
Iris Gadd
Jack David
Jean Booker
Marci McDonald
Rod McQueen
Ken Weber
Miriam Toews
Maxine Trottier
Howard Richler
Veronika Martenova Charles
Patenaud
Nancy Waxler-Morrison
Christiane Heggan
Gwen Hunter
Nan Ryan
Maggie Shayne
Debbie Macomber
Dinah Mccall
Ginna Gray
Helen R Myers
Karen Harper
Donna-Marie Pye
Eira Reeves
Elizabeth Craig
Heini Gruffudd
Lisa Donald
Matthew Strebe
James Chellis
Todd Lammle
Kristin Aileen Motlagh
Todd Lammle
Arman Dansh
Todd Lammle
Todd Lammle
Stephen White
Stephen White
Emanuela Stucchi Prinetti
Norman Kolpas
Kaye Gibbons
Erle Stanley Gardner
Dean Devlin
Dava Sobel
Catherine Aird
Marion Zimmer Bradley
Marvel Books
Natalie Carabetta
Holly Virden
Michael Savage
Bodie Thoene
Andy Andrews
Larry Burkett
Dennis Rainey
Beth Nimmo
Gwen Shamblin
John Eldredge
Ben Young
Gary Smalley
Cynthia Heald
Dr. Charles F. Stanley
Terry Lindvall
Bob Larson
Daniel J. Hochstatter
Bodie Thoene
Bodie Thoene
Bodie Thoene
Brock Thoene
Bodie Thoene
Katharine Murray
Dorothy Moore
Bodie Thoene
William Kritlow
Ltd Publication International
Consumer Guide Editors
James A. Michener
Carl Sagan
Lewis Carroll
Anne Tyler
Edith Deen
Gerry Thompson
Brian Hollingsworth
Edgar Allan Poe
Anya Von Bremzen
Edward Gorman
Michele Morgan
Rene Barjavel
Janice Bennett
Shannon Drake
Nellie Bly
H. King
Rosemarie Lennon
Mandalyn Kaye
Amanda Scott
Dale Banks
William W. Johnstone
Zachary Alan Fox
Rosemary Edghill
R. Forster
Marie Ferrarella
Wynema McGowan
William P. Wood
Daniel Oran
William W. Johnstone
Kensington
Kensington
Jon Bellini
Wendy Corsi Staub
Rick Mofina
Stephen White
Sam Siciliano
Wendy Corsi Staub
J.N. Williamson
Lowell Cauffiel
Don Lasseter
JON MERZ
Rick Mofina
BRADLEY P WARSHAUER
T.J. MacGregor
Steve Jackson
Wendy Corsi Staub
Olivia Goldsmith
Paul Auster
Jamil I. Toubbeh
Mr. Al Biondi
Mike Ashley
Nicholas Guild
Kim Newman
Beryl Bainbridge
August William Derleth
H. P. Lovecraft
Joe R. Lansdale
Graham Lord
Harris
J. G. Farrell
Gary Null
Mike Ashley
Peter Haining
Alfred Lansing
Peter Haining
Daphne Phelps
Gemma Alexander
Margery Allingham
Carole Klein
Denise Mina
Philip Sugden
Denise Mina
Bill Adler  Jr.
Glen Hirshberg
Joyce Carol Oates
Alan Vanneman
William Wegman
Lynne Ewing
Laura Malone Elliott
Eoin Colfer
Eoin Colfer
Michael Chabon
Nancy Kerrigan
Adele Griffin
Michael Dorris
Michael Dorris
Rosie Rushton
Kate Thompson
Deborah Gregory
Eoin Colfer
Eoin Colfer
Bill Nye
Deborah Gregory
Jonathan Stroud
Eoin Colfer
William Wegman
Gina Ingoglia
Susan Hill
Gordon Korman
Kim Ostrow
Kirsten Larsen
Alice Alfonsi
M. D. M. Scott Peck
Edna Buchanan
Rob Morrow
James Lee Burke
Staff Of The Wall St Journal
Tim Allen
Dave Davies
Daniel Harris
Robin Dellabough
Elaine St. James
Laurie Beth Jones
Laurie Beth Jones
Ed.by Christina Kline
Jeff Foxworthy
Bob Greene
Tim Allen
T. Jefferson Parker
George Carlin
Howard Schultz
Richard Carlson
Gladys Knight
Drew Carey
Geneen Roth
Malachy Mccourt
George Carlin
Joy Behar
Richard Carlson
Ridley Pearson
Linda Greenlaw
Mort Rosenblum
Barbara De Angelis
Dwight Yoakam
Phillip C. McGraw
Karen Stolz
Joe Queenan
Stephen C. Lundin
Nancy Taylor Rosenberg
Melinda Haynes
Christopher Rice
Frances Park
Loretta Lynn
Steve Martin
James Fleming
Dr. Jerri Nielsen
Peter Jennings
Betsy Carter
Michael J. Fox
Yogi Berra
Anne Ursu
Lily Burana
Ellen Rimbauer
Bill Cosby
Christopher Rice
Jane Hitchcock
Madeleine Albright
Malika Oufkir
Mitch Albom
Richard Carlson
Latifa
Cassandra King
Steve Martin
Mattie J. T. Stepanek
Elaine St. James
James Lee Burke
Ronni Eisenberg
Jon Kabat-Zinn
James Lee Burke
Neil Baldwin
Antonio Skarmeta
Pablo Neruda
John Hockenberry
Richard Carlson
Rand Miller
Agnes Von Kurowsky
Laurie Beth Jones
Billy Bob Thornton
Marg Stark
George Carlin
Richard Carlson
Richard Carlson
Richard Carlson
Paul Hoffman
Malachy McCourt
Richard Carlson
Rhonda Findling
Jennifer Niven
Barbara Rowley
Ph.d.
Karen Stolz
Joe Queenan
Steve Martin
John Irving
Linda Greenlaw
Steve Martin
Jez Butterworth
Linda Greenlaw
Richard Carlson
Sam Sifton
Glen David Gold
Christopher Rice
Michael D'Antonio
Anne Ursu
Doris Pilkington
Christopher Rice
Chuck Barris
Michael J. Fox
Editors Of Don't Sweat Press
Tim Allen
James Lee Burke
Robert Crais
Tom Topor
Ridley Pearson
Laurence Shames
Jeff Foxworthy
Rand Miller
James Lee Burke
Tim Allen
Douglas Kennedy
Drew Carey
Chris Rock
Rand Miller
E. L. Swann
Ridley Pearson
Ridley PEARSON
Tim Cockey
Ridley Pearson
T. Jefferson Parker
James Lee Burke
T. Jefferson Parker
Nancy Taylor Rosenberg
Nancy Taylor Rosenberg
Randall Wallace
Ridley Pearson
Ridley Pearson
T. Jefferson Parker
Kathleen De Marco
Ellen Rimbauer
Mel Odom
Tina Daniell
J. Robert King
J. Robert King
James Lowder
Carrie A. Bebris
R.A. Salvatore
R.A. Salvatore
Elaine Cunningham
Margaret Weis
Margaret Weis
Margaret Weis
Margaret Weis
Faye D. Resnick
Sidney Sheldon
Douglas Adams
Erica Jong
Lewis Carroll
Melinda Haynes
Nancy M. Neuman
James M. Kouzes
Parker J.  Palmer
Thomas Cummings
Steven B. Sample
Barry Hannah
Josephine Evetts-Secker
Josephine Evetts-Secker
Vicki Croke
Abbie Zabar
Judith Henry
Liezel Norval-Kruger
Anabel Kindersley
John Brookes
DK Publishing
Jane Newdick
Christoph Lees
Anabel Kindersley
Joan Abelove
Adam Bagdasariam
DK Publishing
Malcolm Yorke
DK
Philip Wilkinson
Andrew Donkin
DK Publishing
Jeremy Harwood
Kia Meaux
Richard Platt
Ron Burke
DK Publishing
Tim Evans
Joe Kraynak
Witi Tame Ihimaera
Witi Ihimaera
Witi Ihimaera
Bunty Howearth
Eduardo Duran
National Geographic Society
Susanna Moore
Michele Slung
Clarissa Ross
Kirk Kazanjian
Hal Leonard Corp.
J. E. Lohr
Linda Goodman
Richard T. Burrows
Sue M. Sefscik
Susannah Leigh
Claire Foshee
J. C. Polkinghorne
W. E Vine
Helen Steiner Rice
Vance Havner
Ethel Barrett
Norman Vincent Peale
David A. Redding
W. Steven Brown
Helen Steiner Rice
Corrie Ten Boom
Ray Blackston
Carlos Valles
Tim LaHaye; Beverly LaHaye
F. F. Bosworth
John Duckworth
Kathleen Morgan
Karen Scalf Linamen
Lorena McCourtney
Sandra Felton
Paul Bagdon
Brother Andrew
Leisha Kelly
Louise Bergmann DuMont
Corrie Ten Boom
Ernest Angley
Corrie Ten Boom
Joyce Landorf Heatherley
Charles M. Sheldon
Charles M. Sheldon
John Perkins
Joyce Aiken
Shusaku Endo
Ann Hibbard
Donald R. Harvey
James E. Means
John R. W. Stott
Warren W. Wiersbe
Lynn Gamwell
Stephan Reebs
Ellen Carol Dubois
Marion Meade
Merrill F. Elias
Patricia A. Potter
Professor John Barth
Michel Tournier
Ms. Nancy L. Mace MA
Margaret Weiss
Bill Thomas
Jeanne Argent
Dorothea Hall
Dyanne Gibson
Peter Ackroyd
Barry Gifford
Norman Manea
Mary Brave Bird
B. Alison Weir
Banana Yoshimoto
Gerald Gross
Banana Yoshimoto
Will Self
Richard Flanagan
Stewart O'Nan
Chico Buarque
Mikhail Bulgakov
John Kennedy Toole
Robert Chesley
Jorge Luis Borges
Walpola Rahula
Jack Kerouac
Eugene Ionesco
Hubert Selby Jr.
Henry Miller
Jack Kerouac
Joe Orton
Tom Stoppard
William S. Burroughs
D. H. LAWRENCE
Dennis Cooper
Harold Pinter
Dagoberto Gilb
Jerzy Kosinski
Stig Bjorkman
Kirsty Gunn
Christoph Ransmayr
Jeanette Winterson
Jacqueline Susann
Jeanette Winterson
Jerzy Kosinski
Robert Coover
Elissa Wald
Penelope Lively
Jerzy Kosinski
Rebbecca Ray
William Lewis Herndon
Richard Flanagan
J. P. Donleavy
Iselin C. Hermann
Candace Bushnell
Alexandra Lapierre
Leif Enger
John L'Heureux
Antonio Lobo Antunes
Robert Olen Butler
Richard Flanagan
Iain Gately
B. Delores Max
Alexander Trocchi
Banana Yoshimoto
Winston Groom
Glen Duncan
Johanna Sinisalo
Jean Genet
Kenzaburo Oe
Cathal Poirteir
Milorad Pavic
Mark Bubeck
Lois Dick
Charles Caldwell Ryrie
Dwight Clough
James Montgomery Boice
Robert L. Saucy
Kristen Stagg
Marlo Schalesky
Francena H. Arnold
Clara B. Miller
R. Cook
J. Oswald Sanders
George W Knight
Gary D. Chapman
David A DeWitt
John D. Woodbridge
Harrison Evans Salisbury
Clive Egleton
Dava Sobel
Ross King
Sari Solden
Robin Heath
Miranda Lundy
Helga Schneider
A. J. Russell
Lois T. Henderson
Lois Henderson
J. G. Jeffreys
Kenneth Giles
James Hadley Chase
Jeanne M. Dams
Richard Dean Rosen
Jeanne M. Dams
Jeanne M. Dams
J. G Jeffreys
Millicent Ellis Selsam
Robert W. Finkel
Francis Kalnay
Bill Pronzini
Arturo Barea
Marjorie Winslow
Margaret Wild
Charles Williams
Beatrice Gormley
John G. Neihardt
Mari Sandoz
Mari Sandoz
Pearl Baker
Helene Cixous
Willa Cather
Loren Eiseley
Enos A. Mills
William K. Powers
O. E. Rolvaag
Philip Wylie
H. G. Wells
Otfried Preussler
Ryan White
Jane Sughrue Giberga
Richard Peck
April Wilson
Richard Peck
Angela Johnson
Amy Goldman Koss
Bette Greene
Bette Greene
Earl Steinbicker
Kenneth Cushner
Anais Nin
Frank Waters
Anais Nin
George Wilson
Morgan Llywelyn
David Greene
Sydney Biddle Barrows
Penny Armstrong
Reay Tannahill
Echo Heron
Elizabeth Atwood Taylor
Edward Rutherfurd
Margaret Drabble
Margaret Drabble
K.K. Beck
Walker Percy
Charlotte Vale Allen
Paul Theroux
Robert Fulghum
Robert Fulghum
Charlotte Bingham
Amy Tan
Allan Gurganus
Barbara Seuling
Lindsay Clarke
Julie Smith
Marti Leimbach
Andrew Vachss
Amy Tan
Michael Lee West
Josephine Hart
Morgan Llywelyn
Julie Smith
Anne Tyler
Anne Tyler
Anne Tyler
Anne Tyler
Anne Tyler
Shelby Yastrow
Andrew Vachss
Anna Quindlen
Edward Rutherfurd
Martin H. Greenberg
Anne Perry
Julie Smith
Amy Tan
Doris Mortman
Robert Fulghum
Robert Fulghum
Donna Tartt
M.C. Beaton
M.C. Beaton
Anne Perry
Robert Fulghum
Martin H. Greenberg
Paul Mann
John Carmody
Stuart M. Kaminsky
Anne Tyler
Stephen Elliott
Martin H. Greenberg
Colin Dexter
Anne Perry
Erich Segal
James Ellroy
Lorna Landvik
Colin Dexter
Amy Tan
Fannie Flagg
Colin Dexter
Jane Smiley
Graham Thomas
Gini Hartzmark
Jane Smiley
Anne Perry
Echo Heron
Anne Perry
Fannie Flagg
Connie May Fowler
Anne Tyler
Fannie Flagg
Anne Perry
Jane Smiley
Millie Criswell
Suzanne Brockmann
Suzanne Brockmann
Jane Graves
Gaelen Foley
Millie Criswell
Linda Francis Lee
Cherry Adair
Walter Brueggemann
Desiderius Erasmus
David Galef
Amy Sylvester Katoh
Amy Sylvester Katoh
Yuzan Daidoji
Kenneth Kushner
Murasaki Shikibu
Nathaniel Hawthorne
Arthur Conan
G. B. Trudeau
John Wideman
Kenneth Grahame
Dave Barry
Patricia Moyes
Candida Fraze
Sue Grafton
Sue Grafton
Patricia Moyes
Rosemary Daniell
Louise Erdrich
Edward Abbey
Rosemary Daniell
Sue Grafton
Hermann Hesse
Sue Grafton
George Perry
Bette Hagman
Sue Grafton
Sue Grafton
Bette Hagman
Robert Ruark
Patricia Moyes
Dave Barry
Elizabeth Somer
T. R. Pearson
T. R. Pearson
Sue Grafton
Sue Grafton
David A. Adler
Bette Hagman
Todd Gitlin
Douglas Kennedy
John Harvey
Lam Kam Chuen
James P. Caher
Douglas Hobbie
Shawn Stewart Ruff
Karen Joy Fowler
Richard Morris
Bill Martin Jr.
Stephen Alter
Rikki Ducornet
Hilary Mantel
Hilary Mantel
Hilary Mantel
Tibor Fischer
D. W. Buffa
Paul Auster
Colum McCann
Carol Ann Duffy
Sharon Kay Penman
Martha Grimes
Julie Morgenstern
Nuala O'Faolain
Nuala O'Faolain
Horst Rechelbacher
Jay Parini
Alison Lurie
Stephen Dixon
Sue Grafton
Melissa MÃ¼ller
Stephen Dobyns
Stephen Dobyns
Barbara Gowdy
William Pollack
Carol K. Mack
Michael Frayn
Chuck Palahniuk
Paolo Maurensig
Atul Gawande
Olivia Judson
Gennady Spirin
Janet Tashjian
Barbara Ehrenreich
Barbara Ehrenreich
Joseph Kanon
Jim Heynen
Kathleen A. Brehony
James Bradley
Elizabeth Graver
Tony Horwitz
George V. Higgins
Ruth Picardie
George V. Higgins
Helen Humphreys
Paul Auster
Sally Hunter
Colum McCann
Margot Livesey
Susan Striker
Barbara Ehrenreich
Charlotte Agell
Dr. Arnold Arem M.D.
Paula Fox
Barbara Gowdy
Dina Temple-Raston
Miriam Gurko
Susannah Heschel
Franz Kafka
Ida Fink
Gilles Perrault
Elie Wiesel
B. K. S. Iyengar
Jean-Paul Sartre
Franz Kafka
Paula Polk Lillard
Alix Kates Shulman
Harold S Kushner
Steven Alter
William J Bennett
John F. Bayer
Henry Blackaby
C. S. Lewis
James Bryan Smith
Stephen A. Bly
Nelson J. Price
Ronnie W. Floyd
Chaz Corzine
Donald B. Gibson
Ella E. Clark
Mary Clearman Blew
Jean-Paul Sartre
Philip K. Dick
Walter Evans-Wentz
Jimmy Guterman
Kala Pajeon
Louis Chunovic
Sandra Gurvis
Louisa May Alcott
Philip K. Dick
Andy Mangels
Sarah Lyddon Morrison
Kensington
James F. Dunnigan
Donna Erickson
William A. Norgren
Falcon Travis
J. Baxter Newgate
Leslie Allen
Paul Sloane
Chris Rankin
Joseph Rosenbloom
Keith Kay
Charles Barry Townsend
Mark Shulman
Louis S. Schafer
The Main Street Press
Irene N. Watts
Paul Sloane
Kevin Zraly
Russell Grant
Susan Bowes
Juliet Schor
Quinton Hosford Dixie
Thich Nhat Hanh
Mary Daly
Margot Adler
Asian Women United Of California
Joanna Russ
Rena Kornreich Gelissen
Louise DeSalvo
Isabelle Eberhardt
Michael Macdonald
Richard D. Mohr
Octavia E. Butler
Ruthanne Lum McCunn
Rachel Carson
Clair Alan Brown
Kjartan Flogstad
Willie Morris
Wilson Rawls
Louis Sachar
Philip Pullman
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Gertrude Chandler Warner
Janet Frame
David Stick
Michael B. Friedland
Daniel W. Patterson
John Steinbeck
Kurt Vonnegut
Terry Brooks
B. Traven
Camara Laye
Langston Hughes
Trina Paulus
Charles J. Keating
Robert J. Wicks
Stephen M. Wylen
Robert G. Waldron
Paul Wilkes
Glencoe/ McGraw-Hill - Jamestown Education
Leil Lowndes
Don Wade
Cary O. Yager
Corey Sandler
S. Gross
Ellis Weiner
Louis Chunovic
Bill Reynolds
Robert H. March
Lenn Redman
Patti Shosteck
Andrew Calcutt
Maurine Watkins
Time-Life Books
Time Life Books
Time-Life Books
Danilo Kis
Tepilit Ole Saitoti
Courtlandt Dixon Barnes Bryan
David Finn
Genia Wennerstrom
Candace Bahouth
Earl B. McElfresh
Charles Sullivan
John Clarke
Laurent De Brunhoff
Tepilit Ole Saitoti
Hermann Hesse
Christopher Isherwood
Thomas Merton
Henry Miller
Tennessee Williams
Hermann Hesse
Henry Miller
Pablo Neruda
Tennessee Williams
William Carlos Williams
F. Scott Fitzgerald
Camilo Jose Cela
Antonio Tabucchi
Julio CortÃ¡zar
Uwe Timm
Muriel Spark
Louise Gunther
Kandy Radzinski
Nick Bantock
Sylvia Thompson
Nick Bantock
C.J. McKnight
William Kotzwinkle
David Fontana
Frances Mayes
Joy Sikorski
Risa Mickenberg
Geoffrey Cornelius
Benedict Cosgrove
John Miller
Naomi Epel
Vicki Hearne
Kathleen Alcal
Cameron Tuttle
Anitra Sheen
Kurt Chandler
Karin Goodwin
Joshua Piven
The Beatles
Dominic O'Brien
North American Bear Co.
Jeff Selis
A.J. Wood
Cameron Tuttle
Jennifer Worick
Joshua Piven
Nick Bantock
Cameron Tuttle
Joshua Piven
Samuel C. Brownstein
Chuck Morton
William Shakespeare
C. Akiyama
Carol Akiyama
Tessa Krailing
Eugene Savaiano
Carol Himsel Daly
Joe Stahlkuppe
Christopher Kendris
Antony Mason
Maria Angels Julivert
Stephen Williams
James M. Powell
Daphne Du Maurier
Marion Zimmer Bradley
Ben Bova
Orson Scott Card
David Daniel
Orson Scott Card
Poul Anderson
Brian Freemantle
Meredith Ann Pierce
Mark Twain
Jules Verne
Jack London
Mark Twain
Rudyard Kipling
Robert Louis Stevenson
Nathaniel Hawthorne
Washington Irving
Stephen Crane
Frances Hodgson Burnett
H. G. Wells
Jack London
Emily Bronte
Elizabeth Peters
W. Michael Gear
W. Michael Gear
Kathleen O'Neal Gear
Glen Cook
Orson Scott Card
Elizabeth Peters
Orson Scott Card
David Hagberg
Christopher Pike
Anne McCaffrey
Fred Saberhagen
Andre Norton
Robert Jordan
Walter Jon Williams
Elizabeth Peters
Richard Hoyt
Whitley Strieber
James A. Michener
David Drake
Orson Scott Card
Robert Jordan
Robert Jordan
Robert Jordan
Walter Jon Williams
Carole Nelson Douglas
Martin H. Greenberg
Kathleen O'Neal Gear
Robert Bloch
Marion Zimmer Bradley
Jean Heller
Charles De Lint
Gene Wolfe
Ramsey Campbell
Carole Nelson Douglas
Orson Scott Card
Carole Nelson Douglas
Carole Nelson Douglas
Molly Cochran
Robert Jordan
Orson Scott Card
Charles L. Grant
Robert Bloch
Mercedes Lackey
K.W. Jeter
Orson Scott Card
Brian Lumley
Len Wein
Greg Bear
Brian Lumley
Judith Tarr
Stephen Laws
Mercedes Lackey
Mercedes Lackey
Mercedes Lackey
Kathleen O'Neal Gear
Orson Scott Card
Brian Lumley
Gary Jennings
Jack M. Bickham
Melissa Scott
Melissa Scott
Edward Gorman
David Drake
Mercedes Lackey
Bram Stoker
Orson Scott Card
Poul Anderson
Emily Dickinson
Orson Scott Card
Laura J. Mixon
William R. Dantz
Alan Dean Foster
Mercedes Lackey
John Skipp And Craig Spector
Fred Saberhagen
F. Paul Wilson
Barbara Michaels
Charles &amp; Martin H. Greenberg (eds.); Poul And
Poul Anderson
Piers Anthony
Poul Anderson
Alan Brennert
Ben Bova
Gordon R. Dickson
Ben Bova
Ben Bova
Orson Scott Card
Orson Scott Card
Orson Scott Card
Orson Scott Card
Orson Scott Card
Orson Scott Card
Orson Scott Card
Fred Saberhagen
Orson Scott Card
ORSON SCOTT CARD
Orson Scott Card
Orson Scott Card
Orson Scott Card
Piers Anthony
Louise Cooper
Charles De Lint
Charles De Lint
Molly Cochran
James A. Michener
Piers Anthony
Piers Anthony
Orson Scott Card
Gordon R. Dickson
David Drake
Phyllis Raybin Emert
Phyllis Raybin Emert
Harry Harrison
Morgan Llywelyn
T. A. Barron
David Nevin
Tanith Lee
L. E. Modesitt
Terry McGarry
Nicholas Van Pelt
Kathleen O'Neal Gear
Nancy Kress
Christopher Stasheff
Frank M. Robinson
Pat Cadigan
Gwyneth Jones
Douglas Preston
Garry D. Kilworth
Jane Austen
Douglas Preston
Jack Whyte
Jack Whyte
Andrew M. Greeley
Molly Cochran
Robert Charles Wilson
Roderick; Roderick MacLeish MacLeish
James Tiptree Jr.
L. E. Modesitt Jr.
Poul Anderson
Terry Goodkind
Richard Matheson
L. E. Modesitt Jr.
Meredith Ann Pierce
Deborah Christian
Terri Windling
Robert Poe
Sasha Miller
Paul Preuss
Robert Jordan
Robert Jordan
Christopher Pike
Richard Matheson
Judith Tarr
Orson Scott Card
Mercedes Lackey
Orson Scott Card
Andrew M. Greeley
Andrew M. Greeley
Sharan Newman
Jules Verne
Diann Thornley
Harry Harrison
Jack Whyte
Terry Goodkind
Terry Goodkind
W. Michael Gear
Charles De Lint
David Bergantino
T. A. Barron
TA Barron
Fred Saberhagen
Ann Chamberlin
Morgan Llywelyn
Morgan Llywelyn
Junius Podrug
Piers Anthony
Piers Anthony
Tim Powers
Glen Cook
Judith Tarr
Robert E. Vardeman
Gene Wolfe
Patricia C. Wrede
Eric Meretzky
Carole Bellacera
Carole Nelson Douglas
April Christofferson
Charles Grant
Douglas Preston
Jody Lynn Nye
Douglas Preston
Aimee Thurlo
Judith Tarr
Joanna Elm
Piers Anthony
Orson Scott Card
R. L. Fisher
Robert Charles Wilson
Robert Silverberg
L. E. Modesitt
Larry Niven
R. J. Pineiro
Aimee Thurlo
Ramsey Campbell
Neal Shusterman
Karen Michalson
Buzz Aldrin
Anna Leonowens
Yvonne Navarro
Richard Sherbaniuk
L. E. Modesitt
Richard Matheson
Jack Whyte
Andre Norton
Robert Jordan
